date,temperature,humidity,irradiance,potential,wind_speed
19501010,22.874,94.957,637.5,3.2656,1.698
19501011,22.9,94.959,595.83,3.0522,1.8783
19501012,22.269,95.355,616.67,3.1589,2.1481
19501013,22.593,94.048,737.5,3.7779,2.2357
19501014,22.87,94.0,762.5,3.9059,1.9396
19501015,22.313,95.041,612.5,3.1375,1.6166
19501016,22.68,94.938,720.83,3.6925,1.5782
19501017,23.02,94.304,708.33,3.6285,1.8841
19501018,23.128,94.014,712.5,3.6498,1.993
19501019,22.691,93.568,695.83,3.5644,2.2168
19501020,22.066,94.739,650.0,3.3296,1.9324
19501021,22.503,93.739,670.83,3.4364,1.5968
19501022,22.464,94.951,679.17,3.4791,2.0945
19501023,22.589,94.405,687.5,3.5217,2.6023
19501024,22.689,94.59,675.0,3.4577,2.3701
19501025,22.798,93.998,633.33,3.2443,1.8112
19501026,22.805,93.778,683.33,3.5004,1.6537
19501027,23.1,93.688,700.0,3.5858,1.8791
19501028,23.101,93.48,666.67,3.415,2.0522
19501029,23.305,92.823,733.33,3.7565,2.0856
19501030,23.224,93.197,695.83,3.5644,2.2572
19501031,23.512,92.76,658.33,3.3723,1.486
19501101,23.171,94.1,637.5,3.2656,1.9409
19501102,22.712,94.765,575.0,2.9455,2.0628
19501103,22.917,94.187,720.83,3.6925,1.914
19501104,22.717,94.264,625.0,3.2016,2.062
19501105,22.461,95.103,558.33,2.8601,2.2083
19501106,23.099,93.12,741.67,3.7992,1.8342
19501107,24.022,91.652,766.67,3.9273,1.7556
19501108,24.419,91.095,733.33,3.7565,1.6077
19501109,23.625,92.609,662.5,3.3937,1.9769
19501110,23.736,92.39,750.0,3.8419,2.0187
19501111,22.854,94.718,633.33,3.2443,1.9285
19501112,22.696,94.532,579.17,2.9668,1.7555
19501113,22.46,95.436,520.83,2.668,1.5561
19501114,22.414,95.746,525.0,2.6893,1.2223
19501115,22.245,95.676,525.0,2.6893,0.97499
19501116,22.837,93.816,583.33,2.9881,0.64415
19501117,24.529,89.606,775.0,3.97,0.24883
19501118,22.104,96.429,516.67,2.6466,1.1646
19501119,22.289,96.234,662.5,3.3937,1.277
19501120,21.058,97.717,425.0,2.1771,1.3301
19501121,22.539,92.961,783.33,4.0126,0.73056
19501122,22.504,95.037,654.17,3.351,1.8163
19501123,22.541,95.183,604.17,3.0949,1.9039
19501124,22.788,93.407,670.83,3.4364,1.8628
19501125,21.838,95.648,570.83,2.9241,2.0071
19501126,22.913,91.011,787.5,4.034,0.62229
19501127,22.916,92.338,637.5,3.2656,0.84998
19501128,22.677,94.126,641.67,3.287,1.3475
19501129,22.806,93.876,595.83,3.0522,1.6241
19501130,22.923,92.561,629.17,3.2229,1.7205
19501201,23.252,90.974,666.67,3.415,1.4351
19501202,22.177,94.005,579.17,2.9668,1.4868
19501203,23.084,91.743,658.33,3.3723,1.4773
19501204,23.199,91.676,629.17,3.2229,1.1584
19501205,22.886,93.698,591.67,3.0308,1.5058
19501206,22.508,95.509,508.33,2.604,1.3272
19501207,23.418,93.147,658.33,3.3723,1.5674
19501208,23.672,92.814,591.67,3.0308,1.332
19501209,22.859,94.282,600.0,3.0735,1.6248
19501210,23.173,92.681,570.83,2.9241,1.4753
19501211,23.352,92.114,608.33,3.1162,1.5424
19501212,23.164,93.625,591.67,3.0308,1.4203
19501213,23.19,93.842,537.5,2.7534,1.4138
19501214,21.386,97.614,366.47,1.8773,1.4991
19501215,22.123,95.608,411.88,2.1099,1.4836
19501216,23.174,94.021,591.67,3.0308,1.3153
19501217,22.556,95.452,516.67,2.6466,1.7407
19501218,22.822,94.778,483.33,2.4759,1.6675
19501219,22.928,94.27,629.17,3.2229,1.6085
19501220,22.62,94.916,504.17,2.5826,1.7759
19501221,22.773,94.757,495.83,2.5399,1.7117
19501222,22.93,94.616,525.0,2.6893,1.6243
19501223,23.24,93.753,633.33,3.2443,1.4092
19501224,22.735,95.384,529.17,2.7107,0.8457
19501225,23.184,94.807,579.17,2.9668,0.8295
19501226,23.032,95.288,545.83,2.796,1.3794
19501227,23.299,94.242,537.5,2.7534,1.6633
19501228,23.506,94.172,587.5,3.0095,1.5593
19501229,23.271,94.636,587.5,3.0095,1.6333
19501230,23.579,94.226,633.33,3.2443,1.0977
19501231,23.522,94.372,541.67,2.7747,1.191
19510101,23.041,95.719,541.67,2.7747,1.6254
19510102,21.519,97.468,327.3,1.6766,1.4115
19510103,22.627,95.286,575.0,2.9455,1.6993
19510104,23.096,94.28,591.67,3.0308,1.5504
19510105,23.488,93.669,658.33,3.3723,1.3876
19510106,22.797,96.081,508.33,2.604,1.2305
19510107,23.024,95.208,579.17,2.9668,1.3069
19510108,22.855,94.857,533.33,2.732,0.57796
19510109,23.461,91.749,658.33,3.3723,0.70599
19510110,23.351,93.531,616.67,3.1589,0.85992
19510111,23.582,91.44,683.33,3.5004,1.1883
19510112,23.379,92.86,654.17,3.351,2.4062
19510113,23.617,91.57,658.33,3.3723,1.6351
19510114,24.006,91.458,716.67,3.6711,1.9248
19510115,23.342,93.706,616.67,3.1589,2.2113
19510116,23.638,91.443,687.5,3.5217,2.1683
19510117,23.937,90.373,733.33,3.7565,1.8699
19510118,24.377,89.396,758.33,3.8846,1.3405
19510119,22.736,93.912,608.33,3.1162,1.1567
19510120,23.643,91.392,658.33,3.3723,1.3468
19510121,24.488,88.584,750.0,3.8419,0.85775
19510122,23.941,91.653,662.5,3.3937,1.66
19510123,24.575,88.801,754.17,3.8632,1.1578
19510124,24.142,90.616,629.17,3.2229,1.1593
19510125,23.399,93.369,587.5,3.0095,1.643
19510126,23.615,92.325,637.5,3.2656,2.0346
19510127,23.978,89.711,750.0,3.8419,2.2312
19510128,24.552,88.66,779.17,3.9913,2.1124
19510129,24.005,92.209,683.33,3.5004,1.7769
19510130,23.349,94.21,600.0,3.0735,1.9675
19510131,23.434,93.999,616.67,3.1589,2.009
19510201,23.475,93.793,566.67,2.9028,1.9837
